                                 Test Report,,,,,
,,,,,
>>Start Time: 01/10/19 09:11:06       End Time: 01/10/19 13:43:35,,,,,
>>Sampling rate: 1sec,,,,,
>>Data number: 16350,,,,,
>>Temp Alarm HI: 40 C   Temp Alarm Low: 0 C,,,,,
>>RH Alarm HI: 90 %RH   RH Alarm Low: 10 %RH,,,,,
>>Temp MAX: 31.4 C @13:22:19 01/10/19  Temp MIN: 27.6 C @09:13:18 01/10/19  Temp AVG: 29.69 C,,,,,
>>RH MAX: 66.3 %RH @09:13:21 01/10/19  RH MIN: 53.6 %RH @13:25:45 01/10/19  RH AVG: 58.66 %RH,,,,,
----------------------------------------------------------------------------------------------------,,,,,
      NO            ,   Temp              ,,  RH                 ,, TIME 
9213,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:44:38 
9214,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:44:39 
9215,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:44:40 
9216,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:44:41 
9217,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:44:42 
9218,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:44:43 
9219,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:44:44 
9220,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:44:45 
9221,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:44:46 
9222,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:44:47 
9223,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:44:48 
9224,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:44:49 
9225,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:44:50 
9226,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:44:51 
9227,   30.3 C           ,,   55.2 %RH           ,,01-10-19/11:44:52 
9228,   30.3 C           ,,   55.2 %RH           ,,01-10-19/11:44:53 
9229,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:44:54 
9230,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:44:55 
9231,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:44:56 
9232,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:44:57 
9233,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:44:58 
9234,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:44:59 
9235,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:00 
9236,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:01 
9237,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:02 
9238,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:03 
9239,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:04 
9240,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:05 
9241,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:06 
9242,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:07 
9243,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:08 
9244,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:09 
9245,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:10 
9246,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:11 
9247,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:12 
9248,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:13 
9249,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:14 
9250,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:15 
9251,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:45:16 
9252,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:17 
9253,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:18 
9254,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:19 
9255,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:20 
9256,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:21 
9257,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:45:22 
9258,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:45:23 
9259,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:45:24 
9260,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:45:25 
9261,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:45:26 
9262,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:45:27 
9263,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:45:28 
9264,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:45:29 
9265,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:45:30 
9266,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:45:31 
9267,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:45:32 
9268,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:45:33 
9269,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:45:34 
9270,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:45:35 
9271,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:45:36 
9272,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:45:37 
9273,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:45:38 
9274,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:45:39 
9275,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:45:40 
9276,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:45:41 
9277,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:45:42 
9278,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:45:43 
9279,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:45:44 
9280,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:45:45 
9281,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:45:46 
9282,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:47 
9283,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:48 
9284,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:49 
9285,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:50 
9286,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:51 
9287,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:52 
9288,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:53 
9289,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:54 
9290,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:55 
9291,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:56 
9292,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:57 
9293,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:58 
9294,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:45:59 
9295,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:00 
9296,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:01 
9297,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:02 
9298,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:03 
9299,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:04 
9300,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:05 
9301,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:06 
9302,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:07 
9303,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:08 
9304,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:09 
9305,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:10 
9306,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:11 
9307,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:12 
9308,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:13 
9309,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:14 
9310,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:15 
9311,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:16 
9312,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:17 
9313,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:18 
9314,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:19 
9315,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:46:20 
9316,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:46:21 
9317,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:46:22 
9318,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:46:23 
9319,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:46:24 
9320,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:46:25 
9321,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:46:26 
9322,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:46:27 
9323,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:46:28 
9324,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:29 
9325,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:30 
9326,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:31 
9327,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:32 
9328,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:33 
9329,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:34 
9330,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:35 
9331,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:36 
9332,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:37 
9333,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:38 
9334,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:39 
9335,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:40 
9336,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:46:41 
9337,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:46:42 
9338,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:46:43 
9339,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:44 
9340,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:46:45 
9341,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:46:46 
9342,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:47 
9343,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:48 
9344,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:49 
9345,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:50 
9346,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:51 
9347,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:52 
9348,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:53 
9349,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:54 
9350,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:55 
9351,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:56 
9352,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:57 
9353,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:58 
9354,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:46:59 
9355,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:00 
9356,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:01 
9357,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:02 
9358,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:03 
9359,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:04 
9360,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:05 
9361,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:06 
9362,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:47:07 
9363,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:47:08 
9364,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:09 
9365,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:47:10 
9366,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:47:11 
9367,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:47:12 
9368,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:47:13 
9369,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:47:14 
9370,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:47:15 
9371,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:47:16 
9372,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:47:17 
9373,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:47:18 
9374,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:19 
9375,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:47:20 
9376,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:21 
9377,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:22 
9378,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:23 
9379,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:24 
9380,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:25 
9381,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:26 
9382,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:27 
9383,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:28 
9384,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:29 
9385,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:30 
9386,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:31 
9387,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:32 
9388,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:33 
9389,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:47:34 
9390,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:47:35 
9391,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:47:36 
9392,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:47:37 
9393,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:47:38 
9394,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:47:39 
9395,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:47:40 
9396,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:47:41 
9397,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:47:42 
9398,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:47:43 
9399,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:47:44 
9400,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:47:45 
9401,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:47:46 
9402,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:47:47 
9403,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:47:48 
9404,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:47:49 
9405,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:47:50 
9406,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:47:51 
9407,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:47:52 
9408,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:47:53 
9409,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:47:54 
9410,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:47:55 
9411,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:47:56 
9412,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:47:57 
9413,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:47:58 
9414,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:47:59 
9415,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:00 
9416,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:01 
9417,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:02 
9418,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:03 
9419,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:04 
9420,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:05 
9421,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:06 
9422,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:07 
9423,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:08 
9424,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:09 
9425,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:10 
9426,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:11 
9427,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:12 
9428,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:13 
9429,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:14 
9430,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:15 
9431,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:16 
9432,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:17 
9433,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:18 
9434,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:19 
9435,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:20 
9436,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:21 
9437,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:22 
9438,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:23 
9439,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:24 
9440,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:25 
9441,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:26 
9442,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:27 
9443,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:28 
9444,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:29 
9445,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:30 
9446,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:31 
9447,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:32 
9448,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:33 
9449,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:34 
9450,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:35 
9451,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:36 
9452,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:37 
9453,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:38 
9454,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:39 
9455,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:40 
9456,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:41 
9457,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:42 
9458,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:43 
9459,   30.4 C           ,,   54.5 %RH           ,,01-10-19/11:48:44 
9460,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:45 
9461,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:46 
9462,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:47 
9463,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:48 
9464,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:49 
9465,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:50 
9466,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:51 
9467,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:52 
9468,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:53 
9469,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:54 
9470,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:55 
9471,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:56 
9472,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:57 
9473,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:58 
9474,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:48:59 
9475,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:49:00 
9476,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:49:01 
9477,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:49:02 
9478,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:49:03 
9479,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:49:04 
9480,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:49:05 
9481,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:49:06 
9482,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:49:07 
9483,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:49:08 
9484,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:49:09 
9485,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:49:10 
9486,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:49:11 
9487,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:49:12 
9488,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:49:13 
9489,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:49:14 
9490,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:49:15 
9491,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:49:16 
9492,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:49:17 
9493,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:49:18 
9494,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:49:19 
9495,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:20 
9496,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:21 
9497,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:22 
9498,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:23 
9499,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:24 
9500,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:25 
9501,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:26 
9502,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:27 
9503,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:28 
9504,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:29 
9505,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:30 
9506,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:31 
9507,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:32 
9508,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:33 
9509,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:34 
9510,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:35 
9511,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:36 
9512,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:37 
9513,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:38 
9514,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:39 
9515,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:40 
9516,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:49:41 
9517,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:49:42 
9518,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:49:43 
9519,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:49:44 
9520,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:49:45 
9521,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:49:46 
9522,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:49:47 
9523,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:49:48 
9524,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:49:49 
9525,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:49:50 
9526,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:49:51 
9527,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:49:52 
9528,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:49:53 
9529,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:49:54 
9530,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:49:55 
9531,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:49:56 
9532,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:49:57 
9533,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:49:58 
9534,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:49:59 
9535,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:00 
9536,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:01 
9537,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:02 
9538,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:03 
9539,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:04 
9540,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:05 
9541,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:06 
9542,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:07 
9543,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:08 
9544,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:09 
9545,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:10 
9546,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:11 
9547,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:12 
9548,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:13 
9549,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:14 
9550,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:15 
9551,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:16 
9552,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:17 
9553,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:18 
9554,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:19 
9555,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:20 
9556,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:21 
9557,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:22 
9558,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:23 
9559,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:24 
9560,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:25 
9561,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:50:26 
9562,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:27 
9563,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:28 
9564,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:29 
9565,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:30 
9566,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:31 
9567,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:32 
9568,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:33 
9569,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:34 
9570,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:35 
