                                 Test Report,,,,,
,,,,,
>>Start Time: 01/10/19 09:11:06       End Time: 01/10/19 13:43:35,,,,,
>>Sampling rate: 1sec,,,,,
>>Data number: 16350,,,,,
>>Temp Alarm HI: 40 C   Temp Alarm Low: 0 C,,,,,
>>RH Alarm HI: 90 %RH   RH Alarm Low: 10 %RH,,,,,
>>Temp MAX: 31.4 C @13:22:19 01/10/19  Temp MIN: 27.6 C @09:13:18 01/10/19  Temp AVG: 29.69 C,,,,,
>>RH MAX: 66.3 %RH @09:13:21 01/10/19  RH MIN: 53.6 %RH @13:25:45 01/10/19  RH AVG: 58.66 %RH,,,,,
----------------------------------------------------------------------------------------------------,,,,,
      NO            ,   Temp              ,,  RH                 ,, TIME 
12766,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:51 
12767,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:52 
12768,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:53 
12769,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:54 
12770,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:55 
12771,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:56 
12772,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:57 
12773,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:58 
12774,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:59 
12775,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:00 
12776,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:01 
12777,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:02 
12778,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:03 
12779,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:04 
12780,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:05 
12781,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:06 
12782,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:07 
12783,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:08 
12784,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:09 
12785,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:10 
12786,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:11 
12787,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:12 
12788,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:13 
12789,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:14 
12790,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:15 
12791,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:16 
12792,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:17 
12793,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:18 
12794,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:19 
12795,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:20 
12796,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:21 
12797,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:22 
12798,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:23 
12799,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:24 
12800,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:25 
12801,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:26 
12802,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:27 
12803,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:28 
12804,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:29 
12805,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:44:30 
12806,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:31 
12807,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:32 
12808,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:33 
12809,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:34 
12810,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:35 
12811,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:36 
12812,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:37 
12813,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:38 
12814,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:39 
12815,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:40 
12816,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:41 
12817,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:42 
12818,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:43 
12819,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:44 
12820,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:45 
12821,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:46 
12822,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:47 
12823,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:48 
12824,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:49 
12825,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:50 
12826,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:51 
12827,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:52 
12828,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:53 
12829,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:54 
12830,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:55 
12831,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:56 
12832,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:57 
12833,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:58 
12834,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:44:59 
12835,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:00 
12836,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:01 
12837,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:02 
12838,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:03 
12839,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:04 
12840,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:05 
12841,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:06 
12842,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:07 
12843,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:08 
12844,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:09 
12845,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:10 
12846,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:11 
12847,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:12 
12848,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:13 
12849,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:14 
12850,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:15 
12851,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:16 
12852,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:17 
12853,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:18 
12854,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:19 
12855,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:20 
12856,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:21 
12857,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:22 
12858,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:23 
12859,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:24 
12860,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:25 
12861,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:26 
12862,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:27 
12863,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:28 
12864,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:29 
12865,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:30 
12866,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:31 
12867,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:32 
12868,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:33 
12869,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:34 
12870,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:35 
12871,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:36 
12872,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:37 
12873,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:38 
12874,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:39 
12875,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:40 
12876,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:41 
12877,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:42 
12878,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:43 
12879,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:44 
12880,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:45 
12881,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:46 
12882,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:47 
12883,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:48 
12884,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:49 
12885,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:50 
12886,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:51 
12887,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:52 
12888,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:53 
12889,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:54 
12890,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:45:55 
12891,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:56 
12892,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:57 
12893,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:58 
12894,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:45:59 
12895,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:00 
12896,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:01 
12897,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:02 
12898,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:03 
12899,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:04 
12900,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:05 
12901,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:06 
12902,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:07 
12903,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:08 
12904,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:09 
12905,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:10 
12906,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:11 
12907,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:12 
12908,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:13 
12909,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:14 
12910,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:15 
12911,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:46:16 
12912,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:17 
12913,   30.4 C           ,,   55.6 %RH           ,,01-10-19/12:46:18 
12914,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:19 
12915,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:20 
12916,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:21 
12917,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:46:22 
12918,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:46:23 
12919,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:46:24 
12920,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:25 
12921,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:46:26 
12922,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:46:27 
12923,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:28 
12924,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:29 
12925,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:30 
12926,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:31 
12927,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:32 
12928,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:33 
12929,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:34 
12930,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:35 
12931,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:36 
12932,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:37 
12933,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:38 
12934,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:39 
12935,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:40 
12936,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:41 
12937,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:42 
12938,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:43 
12939,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:44 
12940,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:45 
12941,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:46 
12942,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:47 
12943,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:48 
12944,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:49 
12945,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:50 
12946,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:51 
12947,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:52 
12948,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:53 
12949,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:54 
12950,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:46:55 
12951,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:46:56 
12952,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:46:57 
12953,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:46:58 
12954,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:46:59 
12955,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:00 
12956,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:01 
12957,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:02 
12958,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:03 
12959,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:04 
12960,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:05 
12961,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:06 
12962,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:07 
12963,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:08 
12964,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:09 
12965,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:10 
12966,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:11 
12967,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:12 
12968,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:13 
12969,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:14 
12970,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:15 
12971,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:16 
12972,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:17 
12973,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:18 
12974,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:19 
12975,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:20 
12976,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:21 
12977,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:22 
12978,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:23 
12979,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:24 
12980,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:25 
12981,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:26 
12982,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:27 
12983,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:28 
12984,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:29 
12985,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:30 
12986,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:31 
12987,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:32 
12988,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:33 
12989,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:34 
12990,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:35 
12991,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:36 
12992,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:37 
12993,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:38 
12994,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:39 
12995,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:47:40 
12996,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:41 
12997,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:42 
12998,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:43 
12999,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:44 
13000,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:45 
13001,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:46 
13002,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:47 
13003,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:48 
13004,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:49 
13005,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:50 
13006,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:51 
13007,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:52 
13008,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:53 
13009,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:54 
13010,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:55 
13011,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:56 
13012,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:57 
13013,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:58 
13014,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:47:59 
13015,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:00 
13016,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:01 
13017,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:02 
13018,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:03 
13019,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:04 
13020,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:05 
13021,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:06 
13022,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:07 
13023,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:08 
13024,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:48:09 
13025,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:48:10 
13026,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:48:11 
13027,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:48:12 
13028,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:13 
13029,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:14 
13030,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:48:15 
13031,   30.4 C           ,,   55.5 %RH           ,,01-10-19/12:48:16 
13032,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:17 
13033,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:18 
13034,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:19 
13035,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:20 
13036,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:21 
13037,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:22 
13038,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:23 
13039,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:24 
13040,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:25 
13041,   30.4 C           ,,   55.4 %RH           ,,01-10-19/12:48:26 
